routePath,city,province,currentTitle,currentMetaDescription,priorityScore,qualityCompletionScore,missingRequiredFields,suggestedSearchQuery,sourceStatus,recommendedSourceUrl,sourceTitle,sourceType,sourceConfidenceScore,sourceNotes,reviewStatus,reviewedOnCandidate,appliedOn
/dog-parks/meadow-lake/,Meadow Lake,Saskatchewan,Off-Leash Dog Park in Meadow Lake SK | LeashFree.ca,"Visit the fenced off-leash dog park in Meadow Lake, SK — a safe and friendly space where dogs can run free and socialize in northwest Saskatchewan.",110,64,rules | officialSource | reviewedOn | parkListingGrid,Meadow Lake Saskatchewan dog parks official | Meadow Lake Saskatchewan off leash dog park official | Meadow Lake Saskatchewan leash free dog park rules | Meadow Lake municipal dog park bylaw,verified-official,https://www.meadowlake.ca/p/animal-control,Animal Control | City of Meadow Lake,official bylaw or animal services page,0.9,Official city animal control page includes dog bylaw and off-leash dog park behaviour expectations.,applied-live,2026-05-29,2026-05-29
/dog-parks/amherst/,Amherst,Nova Scotia,Amherst Off-Leash Dog Park,"Visit the off-leash dog park in Amherst, Nova Scotia, located near Dickey Park. A great place for dogs to play and socialize safely.",107,73,officialSource | reviewedOn | parkListingGrid,Amherst Nova Scotia dog parks official | Amherst Nova Scotia off leash dog park official | Amherst Nova Scotia leash free dog park rules | Amherst municipal dog park bylaw,human-review-required,https://pub-amherst.escribemeetings.com/filestream.ashx?DocumentId=14062,Companion Animal By-law | Town of Amherst,official bylaw or animal services page,0.55,"Official bylaw document appears to mention leash rules, but a stable official dog-park page for Amherst should be confirmed manually.",pending,2026-05-29,
/dog-parks/barrie/,Barrie,Ontario,Dog Parks in Barrie Ontario | LeashFree.ca,"Discover the top dog parks in Barrie, Ontario. Explore fenced off-leash areas where your dog can run, play, and socialize in a safe, natural setting.",107,73,rules | officialSource | reviewedOn,Barrie Ontario dog parks official | Barrie Ontario off leash dog park official | Barrie Ontario leash free dog park rules | Barrie municipal dog park bylaw,verified-official,https://www.barrie.ca/community-recreation-environment/parks-trails-waterfront/dog-leash-recreation-areas,Dog Off-Leash Recreation Areas | City of Barrie,official dog park / off-leash area page,0.98,Official City of Barrie page for dog off-leash recreation areas.,applied-live,2026-05-29,2026-05-29
/dog-parks/belleville/,Belleville,Ontario,Dog Parks in Belleville Ontario | LeashFree.ca,"Explore Belleville’s leash-free dog parks. Find fenced off-leash areas where your dog can exercise, socialize, and enjoy the outdoors.",107,73,rules | officialSource | reviewedOn,Belleville Ontario dog parks official | Belleville Ontario off leash dog park official | Belleville Ontario leash free dog park rules | Belleville municipal dog park bylaw,verified-official,https://belleville.net/facilities/facility/details/Dog-Park-at-Rotary-Park-16,Dog Park at Rotary Park | City of Belleville,official dog park / off-leash area page,0.97,Official City of Belleville facility page for the municipal dog park.,applied-live,2026-05-29,2026-05-29
/dog-parks/brampton/,Brampton,Ontario,Dog Parks in Brampton | LeashFree.ca,"Explore leash-free dog parks in Brampton, Ontario. Find fenced off-leash areas where your dog can play, exercise, and socialize safely.",107,73,rules | officialSource | reviewedOn,Brampton Ontario dog parks official | Brampton Ontario off leash dog park official | Brampton Ontario leash free dog park rules | Brampton municipal dog park bylaw,verified-official,https://www.brampton.ca/EN/residents/Animal-Services/Pages/Off-Leash-Parks.aspx,Off-Leash Dog Areas | City of Brampton,official dog park / off-leash area page,0.99,Official City of Brampton off-leash parks page with rules.,applied-live,2026-05-29,2026-05-29
/dog-parks/brandon/,Brandon,Manitoba,Off-Leash Dog Parks in Brandon MB | LeashFree.ca,Explore the top off-leash dog parks in Brandon Manitoba. Enjoy fenced parks and scenic prairie trails where your dog can roam free and play safely.,107,73,rules | officialSource | reviewedOn,Brandon Manitoba dog parks official | Brandon Manitoba off leash dog park official | Brandon Manitoba leash free dog park rules | Brandon municipal dog park bylaw,verified-official,https://www.brandon.ca/home-property-environment/animal-control/off-leash-dog-parks/,Off Leash Dog Parks | City of Brandon,official dog park / off-leash area page,0.99,Official City of Brandon off-leash dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/burnaby/,Burnaby,British Columbia,Off-Leash Dog Parks in Burnaby BC | LeashFree.ca,"Explore Burnaby’s best off-leash dog parks and pet-friendly trails. Discover where your dog can play, run, and enjoy fenced parks or nature paths in Burnaby BC.",107,73,rules | officialSource | reviewedOn,Burnaby British Columbia dog parks official | Burnaby British Columbia off leash dog park official | Burnaby British Columbia leash free dog park rules | Burnaby municipal dog park bylaw,verified-official,https://www.burnaby.ca/Things-To-Do/Explore-Outdoors/Dogs-in-Parks/Off-Leash-Areas.html,Dog Off-leash Areas | City of Burnaby,official dog park / off-leash area page,0.9,Official City of Burnaby off-leash areas URL captured from municipal link references; path should be re-checked for current site routing.,applied-live,2026-05-29,2026-05-29
/dog-parks/campbellford/,Campbellford,Ontario,Dog Parks in Campbellford Ontario | LeashFree.ca,"Discover the leash-free dog park in Campbellford, Ontario. A great space for your dog to run, play, and socialize in a safe and fenced environment.",107,73,rules | officialSource | reviewedOn,Campbellford Ontario dog parks official | Campbellford Ontario off leash dog park official | Campbellford Ontario leash free dog park rules | Campbellford municipal dog park bylaw,human-review-required,https://www.trenthills.ca/parks-recreation-community/,"Parks, Recreation & Community | Municipality of Trent Hills",official parks and recreation page,0.52,"Official municipality parks page found, but no clearly identified Campbellford off-leash dog park source on first pass.",pending,2026-05-29,
/dog-parks/coquitlam/,Coquitlam,British Columbia,Dog Parks in Coquitlam BC | LeashFree.ca,"Explore Coquitlam’s best off-leash dog parks and trails. Discover fenced zones, open fields, and scenic forest paths where dogs can safely run and play.",107,73,rules | officialSource | reviewedOn,Coquitlam British Columbia dog parks official | Coquitlam British Columbia off leash dog park official | Coquitlam British Columbia leash free dog park rules | Coquitlam municipal dog park bylaw,verified-official,https://www.coquitlam.ca/464/Pets-Animals,Pets & Animals | City of Coquitlam,official bylaw or animal services page,0.9,Official City of Coquitlam pets page linking leash/off-leash guidance and animal services.,applied-live,2026-05-29,2026-05-29
/dog-parks/courtice/,Courtice,Ontario,Dog Parks in Courtice Ontario | LeashFree.ca,"Find leash-free dog parks in Courtice, Ontario. Explore safe, fenced off-leash areas where your dog can run, play, and socialize year-round.",107,73,rules | officialSource | reviewedOn,Courtice Ontario dog parks official | Courtice Ontario off leash dog park official | Courtice Ontario leash free dog park rules | Courtice municipal dog park bylaw,verified-official,https://www.clarington.net/community-and-people/animal-services/leash-free-dog-parks/,Leash-Free Dog Parks | Municipality of Clarington,official dog park / off-leash area page,0.98,Official Clarington page explicitly includes Courtice leash-free dog park information.,applied-live,2026-05-29,2026-05-29
/dog-parks/edmonton/,Edmonton,Alberta,Off-Leash Dog Parks in Edmonton | LeashFree.ca,"Explore Edmonton’s top off-leash dog parks and trails. From river valley routes to fenced dog zones, discover where your dog can run and play in Edmonton AB.",107,73,rules | officialSource | reviewedOn,Edmonton Alberta dog parks official | Edmonton Alberta off leash dog park official | Edmonton Alberta leash free dog park rules | Edmonton municipal dog park bylaw,verified-official,https://www.edmonton.ca/activities_parks_recreation/parks_rivervalley/off-leash-area-updates,Off-Leash Areas and Dog Parks | City of Edmonton,official dog park / off-leash area page,0.99,Official City of Edmonton off-leash areas and dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/etobicoke/,Etobicoke,Ontario,Dog Parks in Etobicoke | LeashFree.ca,"Find the best leash-free dog parks in Etobicoke, Ontario. Explore fenced off-leash areas and dog-friendly green spaces to let your pup run and play.",107,73,rules | officialSource | reviewedOn,Etobicoke Ontario dog parks official | Etobicoke Ontario off leash dog park official | Etobicoke Ontario leash free dog park rules | Etobicoke municipal dog park bylaw,verified-official,https://www.toronto.ca/community-people/animals-pets/pets-in-the-city/dog-off-leash-areas/,Dogs Off-Leash Areas | City of Toronto,official dog park / off-leash area page,0.95,Official City of Toronto dog off-leash areas page; applicable for Etobicoke pages within Toronto city limits.,applied-live,2026-05-29,2026-05-29
/dog-parks/gimli/,Gimli,Manitoba,Off-Leash Dog Park in Gimli MB | LeashFree.ca,"Discover Gimli’s off-leash dog park. A safe, fenced space near the lake for dogs to run, play, and socialize in the heart of Manitoba’s Interlake region.",107,73,rules | officialSource | reviewedOn,Gimli Manitoba dog parks official | Gimli Manitoba off leash dog park official | Gimli Manitoba leash free dog park rules | Gimli municipal dog park bylaw,likely-official-needs-review,https://www.gimli.ca/p/animal-control,Animal Control | Rural Municipality of Gimli,official bylaw or animal services page,0.64,Official RM of Gimli animal control page and bylaw reference found; dedicated municipal off-leash dog park page should be confirmed.,pending,2026-05-29,
/dog-parks/grande-prairie/,Grande Prairie,Alberta,Off-Leash Dog Parks in Grande Prairie AB | LeashFree.ca,"Explore off-leash dog parks in Grande Prairie Alberta. Find fenced runs, open fields, and accessible trails where dogs can play safely and freely.",107,73,rules | officialSource | reviewedOn,Grande Prairie Alberta dog parks official | Grande Prairie Alberta off leash dog park official | Grande Prairie Alberta leash free dog park rules | Grande Prairie municipal dog park bylaw,verified-official,https://cityofgp.com/economic-development/lifestyle-community/outdoor-dog-parks,Outdoor - Dog Parks | City of Grande Prairie,official dog park / off-leash area page,0.99,Official City of Grande Prairie dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/grimsby/,Grimsby,Ontario,Dog Parks in Grimsby | LeashFree.ca,"Discover Grimsby's designated leash-free dog parks, offering safe, fenced spaces for dogs to play and socialize off-leash year-round.",107,73,rules | officialSource | reviewedOn,Grimsby Ontario dog parks official | Grimsby Ontario off leash dog park official | Grimsby Ontario leash free dog park rules | Grimsby municipal dog park bylaw,verified-official,https://www.grimsby.ca/parks-recreation-and-culture/parks-sports-fields-and-trails/parks-and-pavilions/,Parks and Pavilions | Town of Grimsby,official parks and recreation page,0.92,Official Town of Grimsby parks page includes Steve McDonnell Dog Park listing.,applied-live,2026-05-29,2026-05-29
/dog-parks/guelph/,Guelph,Ontario,Dog Parks in Guelph | LeashFree.ca,"Explore the best dog parks in Guelph, Ontario — including fenced off-leash zones and leash-free trails where your dog can run, play, and socialize year-round.",107,73,rules | officialSource | reviewedOn,Guelph Ontario dog parks official | Guelph Ontario off leash dog park official | Guelph Ontario leash free dog park rules | Guelph municipal dog park bylaw,verified-official,https://guelph.ca/living/recreation/parks/,Parks and trails - City of Guelph,official parks and recreation page,0.95,Official City of Guelph parks page includes off-leash dog parks section.,applied-live,2026-05-29,2026-05-29
/dog-parks/halton-hills-dog-parks/,Halton Hills,Ontario,Dog Parks in Halton Hills | LeashFree.ca,"Find the best leash-free dog parks in Halton Hills, Ontario. Explore Trafalgar Sports Park, Cedarvale Park, Prospect Park, and more safe off-leash areas for your dog.",107,73,rules | officialSource | reviewedOn,Halton Hills Ontario dog parks official | Halton Hills Ontario off leash dog park official | Halton Hills Ontario leash free dog park rules | Halton Hills municipal dog park bylaw,verified-official,https://www.haltonhills.ca/en/explore-and-play/leash-free-dog-parks.aspx,Leash Free Dog Parks - Halton Hills,official dog park / off-leash area page,0.98,Official Town of Halton Hills leash-free dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/hamilton/,Hamilton,Ontario,Dog Parks in Hamilton | LeashFree.ca,Explore Hamilton's leash-free dog parks with fully fenced off-leash areas where dogs can exercise and socialize safely year-round.,107,73,rules | officialSource | reviewedOn,Hamilton Ontario dog parks official | Hamilton Ontario off leash dog park official | Hamilton Ontario leash free dog park rules | Hamilton municipal dog park bylaw,verified-official,https://www.hamilton.ca/home-neighbourhood/animals-pets/dogs/dog-parks-and-free-running-areas,Dog Parks and Free Running Areas | City of Hamilton,official dog park / off-leash area page,0.99,Official City of Hamilton page listing dog parks and free running areas.,applied-live,2026-05-29,2026-05-29
/dog-parks/ladysmith/,Ladysmith,British Columbia,Dog Parks in Ladysmith BC | LeashFree.ca,Looking for dog parks in Ladysmith BC? Discover fenced off-leash zones and pet-friendly trails in this scenic Vancouver Island town.,107,73,rules | officialSource | reviewedOn,Ladysmith British Columbia dog parks official | Ladysmith British Columbia off leash dog park official | Ladysmith British Columbia leash free dog park rules | Ladysmith municipal dog park bylaw,likely-official-needs-review,https://www.ladysmith.ca/docs/default-source/brochures-other-publications-2021/dog-faq.pdf?sfvrsn=d196ac9a_6,Dog FAQ - Town of Ladysmith,official bylaw or animal services page,0.69,Official municipal PDF references fenced off-leash park; verify current permanent page URL.,pending,2026-05-29,
/dog-parks/lethbridge/,Lethbridge,Alberta,Off-Leash Dog Parks in Lethbridge AB | LeashFree.ca,"Discover the top off-leash dog parks in Lethbridge Alberta. Explore fenced parks, natural trails, and wide-open spaces where your dog can play safely.",107,73,rules | officialSource | reviewedOn,Lethbridge Alberta dog parks official | Lethbridge Alberta off leash dog park official | Lethbridge Alberta leash free dog park rules | Lethbridge municipal dog park bylaw,verified-official,https://www.lethbridge.ca/parks-leisure-recreation/parks-and-playgrounds/dog-parks/,Dog Parks | City of Lethbridge,official dog park / off-leash area page,0.99,Official City of Lethbridge dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/medicine-hat/,Medicine Hat,Alberta,Off-Leash Dog Parks in Medicine Hat AB | LeashFree.ca,"Explore the best off-leash dog parks in Medicine Hat Alberta. Discover fenced areas, scenic trails, and open fields where your dog can safely enjoy the outdoors.",107,73,rules | officialSource | reviewedOn,Medicine Hat Alberta dog parks official | Medicine Hat Alberta off leash dog park official | Medicine Hat Alberta leash free dog park rules | Medicine Hat municipal dog park bylaw,verified-official,https://www.medicinehat.ca/parks-recreation/parks-playgrounds/parks/off-leash-dog-parks/,Off-Leash Dog Parks | City of Medicine Hat,official dog park / off-leash area page,0.99,Official City of Medicine Hat off-leash dog parks page with rules.,applied-live,2026-05-29,2026-05-29
/dog-parks/melfort/,Melfort,Saskatchewan,Off-Leash Dog Park in Melfort SK | LeashFree.ca,"Discover Melfort’s off-leash dog park, a fenced and welcoming space in northeast Saskatchewan where dogs can enjoy safe, off-leash play.",107,73,rules | officialSource | reviewedOn,Melfort Saskatchewan dog parks official | Melfort Saskatchewan off leash dog park official | Melfort Saskatchewan leash free dog park rules | Melfort municipal dog park bylaw,verified-official,https://www.melfort.ca/p/parks-greenspaces,Parks & Greenspaces - City of Melfort,official parks and recreation page,0.91,Official City of Melfort parks page includes dog park listing.,applied-live,2026-05-29,2026-05-29
/dog-parks/melville/,Melville,Saskatchewan,Off-Leash Dog Park in Melville SK | LeashFree.ca,"Visit the off-leash dog park in Melville, Saskatchewan. A quiet, fenced park offering dogs a safe and open space to run, play, and socialize.",107,73,rules | officialSource | reviewedOn,Melville Saskatchewan dog parks official | Melville Saskatchewan off leash dog park official | Melville Saskatchewan leash free dog park rules | Melville municipal dog park bylaw,verified-official,https://melville.ca/m/tourism-melville/dog-park,Tourism Melville - Dog Park,official public facilities page,0.9,Official City of Melville tourism domain page for the off-leash dog park.,applied-live,2026-05-29,2026-05-29
/dog-parks/milton/,Milton,Ontario,Dog Parks in Milton | LeashFree.ca,"Explore Milton's off-leash dog parks. Find safe, fenced leash-free areas where your dog can run, socialize, and enjoy outdoor recreation.",107,73,rules | officialSource | reviewedOn,Milton Ontario dog parks official | Milton Ontario off leash dog park official | Milton Ontario leash free dog park rules | Milton municipal dog park bylaw,verified-official,https://www.milton.ca/en/arts-and-recreation/dog-parks.aspx,Dog Parks - Town of Milton,official dog park / off-leash area page,0.99,Official Town of Milton dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/moose-jaw/,Moose Jaw,Saskatchewan,Off-Leash Dog Park in Moose Jaw SK | LeashFree.ca,"Visit Moose Jaw’s off-leash dog park — a safe, fully fenced space for dogs to run and play freely in southern Saskatchewan. Ideal for social dogs and active owners.",107,73,rules | officialSource | reviewedOn,Moose Jaw Saskatchewan dog parks official | Moose Jaw Saskatchewan off leash dog park official | Moose Jaw Saskatchewan leash free dog park rules | Moose Jaw municipal dog park bylaw,likely-official-needs-review,https://moosejaw.ca/wp-content/uploads/2022/03/Dog-Bylaw-4495.pdf,Dog Bylaw 4495 - City of Moose Jaw,official bylaw or animal services page,0.67,Official city-hosted bylaw references off-leash dog park; confirm preferred current dog-park landing page.,pending,2026-05-29,
/dog-parks/morden/,Morden,Manitoba,Off-Leash Dog Park in Morden MB | LeashFree.ca,"Explore Morden’s fenced off-leash dog park in Manitoba. A welcoming and secure place where your dog can play, run, and socialize off-leash.",107,73,rules | officialSource | reviewedOn,Morden Manitoba dog parks official | Morden Manitoba off leash dog park official | Morden Manitoba leash free dog park rules | Morden municipal dog park bylaw,verified-official,https://morden.ca/parks-urban-forestry/parks,Parks - City of Morden,official parks and recreation page,0.93,Official City of Morden parks page references off-leash dog park location.,applied-live,2026-05-29,2026-05-29
/dog-parks/nelson/,Nelson,British Columbia,Dog Parks in Nelson BC | LeashFree.ca,"Discover the best off-leash dog park in Nelson BC. Learn where dogs can run freely, explore forested trails, and enjoy pet-friendly spaces in this Kootenay town.",107,73,rules | officialSource | reviewedOn,Nelson British Columbia dog parks official | Nelson British Columbia off leash dog park official | Nelson British Columbia leash free dog park rules | Nelson municipal dog park bylaw,likely-official-needs-review,https://www.nelson.ca/320/Parks,"Parks | Nelson, BC",official parks and recreation page,0.62,Official City of Nelson parks page; off-leash specifics are limited and should be manually confirmed.,pending,2026-05-29,
/dog-parks/new-westminster/,New Westminster,British Columbia,Dog Parks in New Westminster BC | LeashFree.ca,"Discover off-leash dog parks in New Westminster, BC. From fenced enclosures to riverside trails, explore the best dog-friendly areas in the Royal City.",107,73,rules | officialSource | reviewedOn,New Westminster British Columbia dog parks official | New Westminster British Columbia off leash dog park official | New Westminster British Columbia leash free dog park rules | New Westminster municipal dog park bylaw,verified-official,https://www.newwestcity.ca/parks-and-recreation/parks/off-leash-dog-areas,Off-Leash Dog Areas | City of New Westminster,official dog park / off-leash area page,0.99,Official City of New Westminster off-leash dog areas page.,applied-live,2026-05-29,2026-05-29
/dog-parks/niagara-falls/,Niagara Falls,Ontario,Dog Parks in Niagara Falls Ontario | LeashFree.ca,"Discover the best dog parks in Niagara Falls, Ontario. Explore safe, fenced off-leash areas where your dog can run, play, and socialize year-round.",107,73,rules | officialSource | reviewedOn,Niagara Falls Ontario dog parks official | Niagara Falls Ontario off leash dog park official | Niagara Falls Ontario leash free dog park rules | Niagara Falls municipal dog park bylaw,verified-official,https://niagarafalls.ca/recreation-culture-and-community/parks-trails-and-sports-fields/off-leash-dog-parks/,Off-Leash Dog Parks | Niagara Falls,official dog park / off-leash area page,0.99,Official City of Niagara Falls off-leash dog parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/nipawin/,Nipawin,Saskatchewan,Off-Leash Dog Park in Nipawin SK | LeashFree.ca,"Visit Nipawin’s fenced off-leash dog park in Saskatchewan. A safe and friendly space for your dog to run free, socialize, and enjoy outdoor playtime.",107,73,rules | officialSource | reviewedOn,Nipawin Saskatchewan dog parks official | Nipawin Saskatchewan off leash dog park official | Nipawin Saskatchewan leash free dog park rules | Nipawin municipal dog park bylaw,verified-official,https://nipawin.com/animal-control/,Animal Control - Town of Nipawin,official bylaw or animal services page,0.9,Official Town of Nipawin animal control page with animal control bylaw references.,applied-live,2026-05-29,2026-05-29
/dog-parks/north-battleford/,North Battleford,Saskatchewan,Off-Leash Dog Park in North Battleford SK | LeashFree.ca,Explore North Battleford’s fenced off-leash dog park — a secure and welcoming green space where your dog can run freely and safely in northwest Saskatchewan.,107,73,rules | officialSource | reviewedOn,North Battleford Saskatchewan dog parks official | North Battleford Saskatchewan off leash dog park official | North Battleford Saskatchewan leash free dog park rules | North Battleford municipal dog park bylaw,verified-official,https://www.cityofnb.ca/parks-recreation-culture/parks-trails-and-sports-fields/dog-park/,Dog Park | City of North Battleford,official dog park / off-leash area page,0.99,Official City of North Battleford dog park page.,applied-live,2026-05-29,2026-05-29
/dog-parks/oshawa/,Oshawa,Ontario,Dog Parks in Oshawa Ontario | LeashFree.ca,"Explore leash-free dog parks in Oshawa, Ontario. Find fenced off-leash spaces where your dog can play, socialize, and enjoy the outdoors safely.",107,73,rules | officialSource | reviewedOn,Oshawa Ontario dog parks official | Oshawa Ontario off leash dog park official | Oshawa Ontario leash free dog park rules | Oshawa municipal dog park bylaw,verified-official,https://www.oshawa.ca/en/home-property/off-leash-parks.aspx?_mid_=3344,Off-Leash Parks - City of Oshawa,official dog park / off-leash area page,0.98,Official City of Oshawa off-leash parks page.,applied-live,2026-05-29,2026-05-29
/dog-parks/portage-la-prairie/,Portage la Prairie,Manitoba,Off-Leash Dog Parks in Portage la Prairie MB,Discover off-leash dog parks in Portage la Prairie Manitoba. Explore fenced parks and scenic trails where your dog can run freely and safely.,107,73,rules | officialSource | reviewedOn,Portage la Prairie Manitoba dog parks official | Portage la Prairie Manitoba off leash dog park official | Portage la Prairie Manitoba leash free dog park rules | Portage la Prairie municipal dog park bylaw,verified-official,https://www.city-plap.com/media/hkqfa1q4/animalcontrolbylaw21-8721.pdf,Animal Control By-Law 21-8721 - City of Portage la Prairie,official bylaw or animal services page,0.92,Official city bylaw PDF includes off-leash dog park rules and city licensing requirements.,applied-live,2026-05-29,2026-05-29
