"route","title","meta_description","h1_count","text_length","broken_internal_links","redirect_covered_links","implemented_redirect_covered_links","broken_images","placeholder_images","canonical","missing_from_sitemap","redirected_active_page","notes"
"/blog/dealing-with-separation-anxiety-in-dogs/","Dealing with Dog Separation Anxiety: Proven Strategies | LeashFree.ca","Learn how to spot separation anxiety and use evidence-based training, environment tweaks, and pro tips to help your dog stay calm when you’re away.","1","8583","","","","","0","https://leashfree.ca/blog/dealing-with-separation-anxiety-in-dogs/","no","no",""
"/blog/diy-halloween-dog-costumes/","DIY Dog Halloween Costumes You Can Make at Home | LeashFree.ca","Make your own dog costume this Halloween! Discover fun, safe, and affordable DIY costume ideas for Canadian pups and their families.","1","5318","","","","","0","https://leashfree.ca/blog/diy-halloween-dog-costumes/","no","no",""
"/blog/dog-age-calculator/","Dog Age Calculator: Convert Dog Years to Human Years | LeashFree.ca","Discover your dog’s true age in human years! Try our free, research-based Dog Age Calculator by breed or size. Fun, fast, and accurate for every pup in Canada.","1","6327","","","","","0","https://leashfree.ca/blog/dog-age-calculator/","no","no",""
"/blog/dog-food-comparison-tool-canada/","Dog Food Comparison Tool Canada | Compare Brands, Nutrition & Price | LeashFree.ca","Compare dog food brands available in Canada by nutrition, ingredients, calories, and estimated daily cost. Explore the LeashFree.ca Dog Food Comparison Tool.","1","10619","","","","","0","/blog/dog-food-comparison-tool-canada/","yes","no","canonical mismatch"
"/blog/dog-insurance-waiting-periods-canada/","Dog Insurance Waiting Periods Explained (Accident vs Illness) | LeashFree.ca","Learn how dog insurance waiting periods work in Canada. Understand accident vs illness coverage, orthopedic conditions, and why enrolling early matters.","1","7616","","/dog-insurance-canada","","","0","https://leashfree.ca/blog/dog-insurance-waiting-periods-canada/","no","no",""
"/blog/emergency-vet-costs-canada/","Emergency Vet Costs in Canada: What Dog Owners Should Know | LeashFree.ca","Emergency vet care in Canada can cost hundreds or thousands of dollars. Learn what affects the bill, warning signs to watch for, and how to prepare before a crisis.","1","11321","","","","","0","https://leashfree.ca/blog/emergency-vet-costs-canada/","no","no",""
"/blog/halloween-dog-costume-ideas-2025/","Top 15 Halloween Dog Costume Ideas for 2025 | LeashFree.ca","Discover the best Halloween dog costume ideas for 2025. From classic pumpkins to superhero pups, explore safe, creative, and Canadian-friendly designs.","1","5860","","","","","0","https://leashfree.ca/blog/halloween-dog-costume-ideas-2025/","no","no",""
"/blog/halloween-dog-safety-tips/","Halloween Safety Tips for Dogs: Keep Your Pup Calm and Safe | LeashFree.ca","Keep your dog safe and stress-free this Halloween. Discover safety tips for costumes, candy, and trick-or-treat chaos tailored for Canadian pups.","1","4884","","","","","0","https://leashfree.ca/blog/halloween-dog-safety-tips/","no","no",""
"/blog/help-reactive-dog-stay-calm-on-walks/","How to Help a Reactive Dog Stay Calm on Walks | LeashFree.ca","Walking a reactive dog can be stressful. Learn how to manage leash reactivity, reduce anxiety, and rebuild calm, confident walks through positive training.","1","6368","","","","","0","https://leashfree.ca/blog/help-reactive-dog-stay-calm-on-walks/","no","no",""
"/blog/how-cold-is-too-cold-for-a-dog-walk/","How Cold Is Too Cold for a Dog Walk? | Winter Safety Guide for Canadian Dogs | LeashFree.ca","Learn how cold is too cold for a dog walk with our vet-backed Canadian winter guide. Discover safe temperature limits, breed-specific tips, and cold-weather care advice to protect your pup this season.","1","5404","","","","","0","https://leashfree.ca/blog/how-cold-is-too-cold-for-a-dog-walk/","no","no",""
"/blog/how-many-calories-should-my-dog-eat-per-day/","How Many Calories Should My Dog Eat Per Day? | LeashFree.ca","Learn how to estimate your dog","1","8144","","","","","0","https://leashfree.ca/blog/how-many-calories-should-my-dog-eat-per-day/","no","no",""
"/blog/how-to-choose-the-right-dog-park-for-your-pup/","How to Choose the Right Dog Park for Your Pup | LeashFree.ca","Learn how to choose the best dog park for your pup. Discover safety tips, size considerations, and Canadian-specific advice for leash-free adventures.","1","4601","","","","","0","https://leashfree.ca/blog/how-to-choose-the-right-dog-park-for-your-pup/","no","no",""
"/blog/how-to-potty-train-puppy-in-condo-apartment/","How to Potty Train (House Train) Your Puppy in a Condo or Apartment | LeashFree.ca","Learn how to potty train (house train) your puppy in a condo or apartment. Discover proven routines, tools, and Canadian-specific tips for successful urban training.","1","4367","","","","","0","https://leashfree.ca/blog/how-to-potty-train-puppy-in-condo-apartment/","no","no",""
"/blog/how-to-socialize-your-puppy/","How to Socialize Your Puppy: Canadian Step-by-Step Guide | LeashFree.ca","Learn how to socialize your puppy with confidence. This Canadian step-by-step guide covers socialization stages, tips, and mistakes to avoid.","1","6493","","","","","0","https://leashfree.ca/blog/how-to-socialize-your-puppy/","no","no",""
"/blog/","Practical Dog Guides for Canadian Owners | LeashFree.ca Blog","Clear, useful advice for Canadian dog owners on dog care, training, breeds, parks, gear, health costs, seasonal safety, and everyday decisions.","1","13140","","","","","0","https://leashfree.ca/blog/","no","no",""
"/blog/is-dog-insurance-worth-it-canada/","Is Dog Insurance Worth It in Canada? (Pros, Cons & Real Scenarios) | LeashFree.ca","Wondering if dog insurance is worth it in Canada? Learn about the pros, cons, average vet costs, and real-life examples to decide if it’s right for your pup.","1","6825","","/dog-insurance-canada; /dog-insurance-canada; /dog-insurance-canada","","","0","https://leashfree.ca/blog/is-dog-insurance-worth-it-canada/","no","no",""
"/blog/is-it-ever-too-late-to-socialize-a-dog/","Is It Ever Too Late to Socialize a Dog? | LeashFree.ca","Wondering if it’s too late to socialize your adult dog? Learn how to safely introduce new people, pets, and places — even if your dog missed early puppy socialization.","1","6071","","","","","0","https://leashfree.ca/blog/is-it-ever-too-late-to-socialize-a-dog/","no","no",""
"/blog/keeping-your-dog-active-indoors-during-winter/","How to Keep Your Dog Active Indoors During Winter | LeashFree.ca","Learn how to keep your dog active indoors this winter with fun games, mental enrichment, and training ideas. Stay active and happy with your dog even during Canada’s coldest months.","1","6182","","","","","0","https://leashfree.ca/blog/keeping-your-dog-active-indoors-during-winter/","no","no",""
"/blog/living-with-a-weimaraner/","What to Know About Living With a Weimaraner | LeashFree.ca","Thinking about owning a Weimaraner? Learn about their exercise needs, personality, training, grooming, health concerns, and whether this active breed fits your lifestyle.","1","11729","","","","","0","https://leashfree.ca/blog/living-with-a-weimaraner/","no","no",""
"/blog/low-shedding-dog-breeds-for-allergy-sufferers/","Low-Shedding Dog Breeds in Canada: Best Picks for Allergy Sufferers | LeashFree.ca","Allergies? Explore the best low-shedding dog breeds in Canada - temperament, size, grooming, and care tips—plus links to detailed breed guides.","1","5914","","/breed-groups/hybrid-designer-mixes","","","0","https://leashfree.ca/blog/low-shedding-dog-breeds-for-allergy-sufferers/","no","no",""
"/blog/most-googled-dog-questions/","15 Most Googled Dog Questions - Answered | LeashFree.ca","Why do dogs bury bones, tilt their heads, or eat grass? Discover the 15 most Googled dog questions - answered with fun, science-backed insights for Canadian dog owners.","1","9267","","","","","0","https://leashfree.ca/blog/most-googled-dog-questions/","no","no",""
"/blog/puppy-training-independence-games/","Puppy Training 101: Independence Games to Prevent Separation Anxiety | LeashFree.ca","Teach your puppy independence from day one. Learn fun games and routines that build confidence and prevent separation anxiety later in life.","1","5716","","","","","0","https://leashfree.ca/blog/puppy-training-independence-games/","no","no",""
"/blog/real-cost-of-owning-a-dog-canada/","The Real Cost of Owning a Dog in Canada in 2026 | LeashFree.ca","How much does it really cost to own a dog in Canada? Learn about food, vet care, insurance, grooming, emergency costs, and how to budget before bringing home a dog.","1","15862","","/dog-insurance-canada/; /directory/dog-groomers/; /directory/veterinarians/; /directory/animal-shelters-and-rescues/","","","0","https://leashfree.ca/blog/real-cost-of-owning-a-dog-canada/","no","no",""
"/blog/smartest-dog-breeds-in-canada-easy-to-train-and-eager-to-lear/","Smartest Dog Breeds in Canada: Easy to Train & Eager to Learn | LeashFree.ca","Discover the smartest dog breeds in Canada! Learn which breeds are easiest to train, most obedient, and best suited for active, intelligent owners.","1","6315","","/breed-groups/herding-dogs; /breed-groups/working-dogs; /breed-groups/sporting-dogs; /breed-groups/hybrid-designer-mixes","","","0","https://leashfree.ca/blog/smartest-dog-breeds-in-canada-easy-to-train-and-eager-to-lear/","no","no",""
"/blog/summer-dog-park-safety-canada/","Summer Dog Park Safety in Canada: Heat, Ticks & Wildfire Smoke Tips | LeashFree.ca","Before heading to the dog park this summer, learn how to protect your dog from heat, hot pavement, ticks, and wildfire smoke across Canada.","1","12360","","","","","0","https://leashfree.ca/blog/summer-dog-park-safety-canada/","no","no",""
"/blog/the-7-7-7-rule-for-puppies/","The 7-7-7 Rule for Puppies | Early Socialization Guide | LeashFree.ca","Discover the 7-7-7 rule for puppies — a proven socialization method that helps young dogs grow into confident, friendly companions. Learn how to apply it safely at home.","1","6293","","","","","0","https://leashfree.ca/blog/the-7-7-7-rule-for-puppies/","no","no",""
"/blog/tips-for-living-with-dogs-if-you-have-allergies/","Tips for Living with Dogs if You Have Allergies | LeashFree.ca","Learn practical tips for allergy-sensitive families living with dogs. From grooming to cleaning routines, discover how to reduce allergens and live comfortably","1","5473","","","","","0","https://leashfree.ca/blog/tips-for-living-with-dogs-if-you-have-allergies/","no","no",""
"/blog/top-10-dog-breeds-for-canadian-families/","Top 10 Dog Breeds for Canadian Families | LeashFree.ca","Discover the best dog breeds for families in Canada. From Labs to Cavaliers, explore top breeds that are friendly, adaptable, and perfect for Canadian homes.","1","8166","","","","","0","https://leashfree.ca/blog/top-10-dog-breeds-for-canadian-families/","no","no",""
"/blog/top-10-dog-breeds-for-condo-living-canada/","Top 10 Dog Breeds for Condo & Apartment Living in Canada | LeashFree.ca","Discover the best dog breeds for condos and apartments in Canada. Learn which small, adaptable, and low-energy dogs make perfect city companions.","1","7534","","","","","0","https://leashfree.ca/blog/top-10-dog-breeds-for-condo-living-canada/","no","no",""
"/blog/top-10-dog-parks-in-vancouver/","Top 10 Dog Parks in Vancouver for Off-Leash Fun (2025 Guide) | LeashFree.ca","Set the stage — Vancouver is one of the most dog-friendly cities in Canada, offering mountains, beaches, and trails where dogs can safely explore. Mention that this list features...","1","4018","","/parks/spanish-banks-beach-park; /parks/hadden-park; /parks/everett-crowley-park; /parks/fraser-river-park; /parks/queen-elizabeth-park; /parks/charleson-park; /parks/crab-park; /parks/sunset-beach-park; /parks/john-hendry-park","","","0","https://leashfree.ca/blog/top-10-dog-parks-in-vancouver/","no","no",""
"/blog/top-10-off-leash-dog-parks-in-toronto/","Top 10 Off-Leash Dog Parks in Toronto | LeashFree.ca","Discover Toronto’s best leash-free dog parks. From High Park to Cherry Beach, explore safe, fun, and dog-friendly spaces across the city.","1","5574","","","","","0","https://leashfree.ca/blog/top-10-off-leash-dog-parks-in-toronto/","no","no",""
"/blog/trending-dog-names-2025/","Trending Dog Names 2025: Top Picks & Pop Culture Ideas | LeashFree.ca","See the hottest dog names for 2025 - Luna, Milo, Daisy + pop culture, foodie, and human-style picks. Trainer tips, searchable list, and naming advice.","1","5867","","","","","0","https://leashfree.ca/blog/trending-dog-names-2025/","no","no",""
"/blog/unlimited-vs-10000-annual-limit/","Unlimited vs $10,000 Annual Limit—Which Should You Choose? (Canada) | LeashFree.ca","Not sure if you need Unlimited pet insurance? See when $10,000 is enough, when Unlimited is smarter, and how to pick the right limit for your dog in Canada.","1","6219","","/dog-insurance-waiting-periods-canada; /per-condition-vs-annual-deductible; /average-vet-costs-in-canada","","","0","https://leashfree.ca/blog/unlimited-vs-10000-annual-limit/","no","no",""
"/blog/what-dog-breed-is-right-for-me-dog-breed-match-quiz/","What Dog Breed Is Right for Me? Dog Breed Match Quiz | LeashFree.ca","Not sure what dog breed fits your home, activity level, family, and grooming needs? Use our Dog Breed Match Quiz to find a practical breed shortlist.","1","10347","","","","","0","https://leashfree.ca/blog/what-dog-breed-is-right-for-me-dog-breed-match-quiz/","no","no",""
"/blog/winter-dog-care-tips-canada/","Winter Dog Care Tips: Keeping Your Pup Safe in the Canadian Cold | LeashFree.ca","Discover essential winter dog care tips for Canadian families. From paw protection to winter jackets, keep your pup safe and comfortable in the cold.","1","4320","","","","","0","https://leashfree.ca/blog/winter-dog-care-tips-canada/","no","no",""
"/blog/winter-paw-care-for-canadian-dogs/","Winter Paw Care for Canadian Dogs | Salt, Ice & Boot Tips | LeashFree.ca","Protect your dog’s paws from salt, ice, and freezing temperatures this winter. Learn expert paw-care tips, best boots for Canadian winters, and natural protection methods.","1","5770","","","","","0","https://leashfree.ca/blog/winter-paw-care-for-canadian-dogs/","no","no",""
"/directory/108-avenue-animal-hospital/","108 Avenue Animal Hospital - Veterinarian in Surrey, BC | LeashFree.ca","108 Avenue Animal Hospital provides veterinary care for dogs and cats in Surrey, BC.","1","1762","","","","","0","https://leashfree.ca/directory/108-avenue-animal-hospital/","no","no",""
"/directory/16th-avenue-animal-hospital/","16th Avenue Animal Hospital - Veterinarian in Markham, Ontario | LeashFree.ca","16th Avenue Animal Hospital provides veterinary care for dogs and cats in Markham, Ontario.","1","1848","","","","","0","https://leashfree.ca/directory/16th-avenue-animal-hospital/","no","no",""
"/directory/4-paws-veterinary-hospital/","4 Paws Veterinary Hospital - Veterinarian in Halifax, Nova Scotia | LeashFree.ca","4 Paws Veterinary Hospital provides veterinary care for dogs and cats in Halifax, Nova Scotia.","1","1835","","","","","0","https://leashfree.ca/directory/4-paws-veterinary-hospital/","no","no",""
"/directory/404-veterinary-emergency-and-referral-hospital/","404 Veterinary Emergency and Referral Hospital - Veterinarian in Newmarket, Ontario | LeashFree.ca","404 Veterinary Emergency and Referral Hospital provides veterinary care for dogs and cats in Newmarket, Ontario.","1","1853","","","","","0","https://leashfree.ca/directory/404-veterinary-emergency-and-referral-hospital/","no","no",""
"/directory/8th-street-pets-and-vets/","8th Street Pets & Vets - Veterinarian in Saskatoon, SK | LeashFree.ca","8th Street Pets & Vets provides veterinary care for dogs and cats in Saskatoon, SK.","1","1766","","","","","0","https://leashfree.ca/directory/8th-street-pets-and-vets/","no","no",""
"/directory/abbeydale-animal-hospital/","Abbeydale Animal Hospital - Veterinarian in St. Thomas, Ontario | LeashFree.ca","Abbeydale Animal Hospital provides veterinary care for dogs and cats in St. Thomas, Ontario.","1","1688","","","","","0","https://leashfree.ca/directory/abbeydale-animal-hospital/","no","no",""
"/directory/abbotsford-veterinary-clinic/","Abbotsford Veterinary Clinic - Veterinarian in Abbotsford, BC | LeashFree.ca","Abbotsford Veterinary Clinic provides veterinary care for dogs and cats in Abbotsford, BC.","1","1822","","","","","0","https://leashfree.ca/directory/abbotsford-veterinary-clinic/","no","no",""
"/directory/abby-veterinary-hospital-and-emergency/","Abby Veterinary Hospital and Emergency - Veterinarian in Abbotsford, BC | LeashFree.ca","Abby Veterinary Hospital and Emergency provides veterinary care for dogs and cats in Abbotsford, BC.","1","1849","","","","","0","https://leashfree.ca/directory/abby-veterinary-hospital-and-emergency/","no","no",""
"/directory/abegweit-animal-hospital/","Abegweit Animal Hospital - Veterinarian in Charlottetown, Prince Edward Island | LeashFree.ca","Abegweit Animal Hospital provides veterinary care for dogs and cats in Charlottetown, Prince Edward Island.","1","2055","","","","","0","https://leashfree.ca/directory/abegweit-animal-hospital/","no","no",""
"/directory/aberdeen-veterinary-hospital/","Aberdeen Veterinary Hospital - Veterinarian in Kamloops, BC | LeashFree.ca","Aberdeen Veterinary Hospital provides veterinary care for dogs and cats in Kamloops, BC.","1","1834","","","","","0","https://leashfree.ca/directory/aberdeen-veterinary-hospital/","no","no",""
"/directory/acadia-drive-animal-clinic/","Acadia Drive Animal Clinic - Veterinarian in Calgary, AB | LeashFree.ca","Acadia Drive Animal Clinic provides veterinary care for dogs and cats in Calgary, AB.","1","1764","","","","","0","https://leashfree.ca/directory/acadia-drive-animal-clinic/","no","no",""
"/directory/acton-veterinary-clinic/","Acton Veterinary Clinic - Veterinarian in Acton, Ontario | LeashFree.ca","Acton Veterinary Clinic provides veterinary care for dogs and cats in Acton, Ontario.","1","1702","","","","","0","https://leashfree.ca/directory/acton-veterinary-clinic/","no","no",""
"/directory/affinity-animal-hospital/","Affinity Animal Hospital - Veterinarian in Martensville, SK | LeashFree.ca","Affinity Animal Hospital provides veterinary care for dogs and cats in Martensville, SK.","1","1733","","","","","0","https://leashfree.ca/directory/affinity-animal-hospital/","no","no",""
"/directory/agassiz-animal-hospital/","Agassiz Animal Hospital - Veterinarian in Agassiz, BC | LeashFree.ca","Agassiz Animal Hospital provides veterinary care for dogs and cats in Agassiz, BC.","1","1693","","","","","0","https://leashfree.ca/directory/agassiz-animal-hospital/","no","no",""
"/directory/airdrie-animal-health-centre/","Airdrie Animal Health Centre - Veterinarian in Airdrie, AB | LeashFree.ca","Airdrie Animal Health Centre provides veterinary care for dogs and cats in Airdrie, AB.","1","1705","","","","","0","https://leashfree.ca/directory/airdrie-animal-health-centre/","no","no",""
"/directory/ajax-animal-hospital/","Ajax Animal Hospital - Veterinarian in Ajax, Ontario | LeashFree.ca","Ajax Animal Hospital provides veterinary care for dogs and cats in Ajax, Ontario.","1","1723","","","","","0","https://leashfree.ca/directory/ajax-animal-hospital/","no","no",""
"/directory/ajax-north-pet-hospital/","Ajax North Pet Hospital - Veterinarian in Ajax, Ontario | LeashFree.ca","Ajax North Pet Hospital provides veterinary care for dogs and cats in Ajax, Ontario.","1","1645","","","","","0","https://leashfree.ca/directory/ajax-north-pet-hospital/","no","no",""
"/directory/albert-north-veterinary-clinic/","Albert North Veterinary Clinic - Veterinarian in Regina, SK | LeashFree.ca","Albert North Veterinary Clinic provides veterinary care for dogs and cats in Regina, SK.","1","1820","","","","","0","https://leashfree.ca/directory/albert-north-veterinary-clinic/","no","no",""
"/directory/alberta-animal-rescue-crew-society-aarcs/","Alberta Animal Rescue Crew Society (AARCS) – Dog Rescue in Calgary | LeashFree.ca","Adopt a dog or support animal rescue efforts at Alberta Animal Rescue Crew Society (AARCS) in Calgary, Alberta, helping animals across the province find safety and care.","1","2314","","","","","0","https://leashfree.ca/directory/alberta-animal-rescue-crew-society-aarcs/","no","no",""
"/directory/albion-animal-hospital/","Albion Animal Hospital - Veterinarian in Maple Ridge, BC | LeashFree.ca","Albion Animal Hospital provides veterinary care for dogs and cats in Maple Ridge, BC.","1","1737","","","","","0","https://leashfree.ca/directory/albion-animal-hospital/","no","no",""
"/directory/albion-hills-veterinary-hospital/","Albion Hills Veterinary Hospital - Veterinarian in Palgrave, Ontario | LeashFree.ca","Albion Hills Veterinary Hospital provides veterinary care for dogs and cats in Palgrave, Ontario.","1","1710","","","","","0","https://leashfree.ca/directory/albion-hills-veterinary-hospital/","no","no",""
"/directory/aldergrove-animal-clinic/","Aldergrove Animal Clinic - Veterinarian in Barrie, Ontario | LeashFree.ca","Aldergrove Animal Clinic provides veterinary care for dogs and cats in Barrie, Ontario.","1","1749","","","","","0","https://leashfree.ca/directory/aldergrove-animal-clinic/","no","no",""
"/directory/aldershot-animal-hospital-burlington/","Aldershot Animal Hospital – Veterinarian in Burlington, Ontario | LeashFree.ca","Aldershot Animal Hospital provides veterinary care in Burlington’s Aldershot community, including exams, vaccines, diagnostics and surgery.","1","1956","","","","","0","https://leashfree.ca/directory/aldershot-animal-hospital-burlington/","no","no",""
"/directory/alderwood-veterinary-clinic/","Alderwood Veterinary Clinic – Veterinarian in South Etobicoke | LeashFree.ca","Alderwood Veterinary Clinic offers preventive and medical veterinary care for pets in south Etobicoke.","1","1926","","","","","0","https://leashfree.ca/directory/alderwood-veterinary-clinic/","no","no",""
"/directory/allandale-veterinary-hospital/","Allandale Veterinary Hospital - Veterinarian in Barrie, Ontario | LeashFree.ca","Allandale Veterinary Hospital provides veterinary care for dogs and cats in Barrie, Ontario.","1","1702","","","","","0","https://leashfree.ca/directory/allandale-veterinary-hospital/","no","no",""
"/directory/alliston-district-humane-society/","Alliston & District Humane Society – Animal Shelter & Rescue in Everett | LeashFree.ca","Humane society in Everett serving Alliston and district through animal adoption, fostering and animal welfare support.","1","2166","","","","","0","https://leashfree.ca/directory/alliston-district-humane-society/","no","no",""
"/directory/allwest-animal-hospital/","Allwest Animal Hospital - Veterinarian in Abbotsford, BC | LeashFree.ca","Allwest Animal Hospital provides veterinary care for dogs and cats in Abbotsford, BC.","1","1739","","","","","0","https://leashfree.ca/directory/allwest-animal-hospital/","no","no",""
"/directory/almonte-veterinary-services/","Almonte Veterinary Services - Veterinarian in Almonte, Ontario | LeashFree.ca","Almonte Veterinary Services provides veterinary care for dogs and cats in Almonte, Ontario.","1","1766","","","","","0","https://leashfree.ca/directory/almonte-veterinary-services/","no","no",""
"/directory/alouette-animal-hospital/","Alouette Animal Hospital - Veterinarian in Maple Ridge, BC | LeashFree.ca","Alouette Animal Hospital provides veterinary care for dogs and cats in Maple Ridge, BC.","1","1762","","","","","0","https://leashfree.ca/directory/alouette-animal-hospital/","no","no",""
"/directory/alpha-animal-hospital/","Alpha Animal Hospital - Veterinarian in Abbotsford, BC | LeashFree.ca","Alpha Animal Hospital provides veterinary care for dogs and cats in Abbotsford, BC.","1","1859","","","","","0","https://leashfree.ca/directory/alpha-animal-hospital/","no","no",""
"/directory/alta-vista-specialty-and-emergency-veterinary-centre/","Alta Vista Specialty & Emergency Veterinary Centre - Veterinarian in Ottawa, Ontario | LeashFree.ca","Alta Vista Specialty & Emergency Veterinary Centre provides veterinary care for dogs and cats in Ottawa, Ontario.","1","1839","","","","","0","https://leashfree.ca/directory/alta-vista-specialty-and-emergency-veterinary-centre/","no","no",""
"/directory/amberlea-animal-hospital/","Amberlea Animal Hospital - Veterinarian in Pickering, Ontario | LeashFree.ca","Amberlea Animal Hospital provides veterinary care for dogs and cats in Pickering, Ontario.","1","1692","","","","","0","https://leashfree.ca/directory/amberlea-animal-hospital/","no","no",""
"/directory/ancaster-animal-hospital/","Ancaster Animal Hospital - Veterinarian in Ancaster, Ontario | LeashFree.ca","Ancaster Animal Hospital provides veterinary care for dogs and cats in Ancaster, Ontario.","1","1771","","","","","0","https://leashfree.ca/directory/ancaster-animal-hospital/","no","no",""
"/directory/animal-adoptions-of-flamborough/","Animal Adoptions of Flamborough – Animal Shelter & Rescue in Waterdown | LeashFree.ca","Registered charity and no-kill shelter in Flamborough helping cats and dogs find permanent homes through adoption, foster care and community support.","1","2196","","","","","0","https://leashfree.ca/directory/animal-adoptions-of-flamborough/","no","no",""
"/directory/animal-aide-of-st-thomas-elgin/","Animal Aide of St. Thomas-Elgin – Animal Shelter & Rescue in St. Thomas | LeashFree.ca","Registered no-kill cat rescue and adoption organization in St. Thomas supporting homeless, abandoned and unwanted cats and kittens.","1","2105","","","","","0","https://leashfree.ca/directory/animal-aide-of-st-thomas-elgin/","no","no",""
"/directory/animal-assistance-group/","Animal Assistance Group – Animal Shelter & Rescue in Sault Ste. Marie | LeashFree.ca","Sault Ste. Marie cat rescue providing veterinary and foster care for abandoned, sick, injured or unwanted cats and kittens, plus adoption and volunteer opportu…","1","2169","","","","","0","https://leashfree.ca/directory/animal-assistance-group/","no","no",""
"/directory/animal-care-centre-lobo/","Animal Care Centre Lobo – Animal Shelter & Rescue in Ilderton | LeashFree.ca","Animal shelter and care centre in Ilderton serving Middlesex-area communities with animal sheltering, adoption and animal control support.","1","1901","","","","","0","https://leashfree.ca/directory/animal-care-centre-lobo/","no","no",""
"/directory/animal-care-centre-of-okotoks/","Animal Care Centre of Okotoks - Veterinarian in Okotoks, AB | LeashFree.ca","Animal Care Centre of Okotoks provides veterinary care for dogs and cats in Okotoks, AB.","1","1729","","","","","0","https://leashfree.ca/directory/animal-care-centre-of-okotoks/","no","no",""
"/directory/animal-care-clinic/","Animal Care Clinic - Veterinarian in Brampton, Ontario | LeashFree.ca","Animal Care Clinic provides veterinary care for dogs and cats in Brampton, Ontario.","1","1722","","","","","0","https://leashfree.ca/directory/animal-care-clinic/","no","no",""
"/directory/animal-care-hospital-of-quesnel/","Animal Care Hospital of Quesnel - Veterinarian in Quesnel, BC | LeashFree.ca","Animal Care Hospital of Quesnel provides veterinary care for dogs and cats in Quesnel, BC.","1","1723","","","","","0","https://leashfree.ca/directory/animal-care-hospital-of-quesnel/","no","no",""
